Gene_1	Gene_2
IGHV1-69	DAPP1
IGHV3-11	DAPP1
ERBB3	DAPP1
IGHV3-7	DAPP1
IGLV2-11	DAPP1
IGKV4-1	DAPP1
IGLV1-47	DAPP1
IGHV3-48	DAPP1
ITPR2	DAPP1
CBL	DAPP1
IGLC1	DAPP1
IGHV3-53	DAPP1
TNFAIP1	DAPP1
IGHV1-46	DAPP1
IGKV1-5	DAPP1
LITAF	DAPP1
CBLB	DAPP1
IGLV1-40	DAPP1
IGLC7	DAPP1
IGLV3-21	DAPP1
CD19	DAPP1
PRKCB	DAPP1
IGKV3-11	DAPP1
IGKV2D-40	DAPP1
IGKV5-2	DAPP1
IGHD	DAPP1
IGHV3-30	DAPP1
IGLV2-14	DAPP1
IGKV2-29	DAPP1
MGARP	DAPP1
IGKV1D-16	DAPP1
RBP7	DAPP1
CD79B	DAPP1
IGKC	DAPP1
PIK3AP1	DAPP1
FCHSD2	DAPP1
FAIM	DAPP1
IGLV1-51	DAPP1
GSTCD	DAPP1
IGHV2-5	DAPP1
APBB3	DAPP1
CNDP2	DAPP1
RASGRP3	DAPP1
BLNK	IGHV1-46
VAV1	IGHV1-46
HCK	IGHV1-46
IGLV2-8	IGHV1-46
IGKV1-39	IGHV1-46
FCN1	IGHV1-46
IGLC6	IGHV1-46
IGKV1-17	IGHV1-46
IGKV3-20	IGHV1-46
ITK	IGHV1-46
ACTG1	IGHV1-46
IGLV6-57	IGHV1-46
IGHG1	IGHV1-46
ITPR1	IGHV1-46
C1R	IGHV1-46
IGKV1D-33	IGHV1-46
ARPC1A	IGHV1-46
SRC	IGHV1-46
RASGRP1	IGHV1-46
IGLV3-1	IGHV1-46
C1S	IGHV1-46
BAIAP2	IGHV1-46
PLCG2	IGHV1-46
IGLV1-44	IGHV1-46
MS4A2	IGHV1-46
IGKV4-1	IGHV1-46
IGLV1-47	IGHV1-46
CBLB	IGHV1-46
IGKV5-2	IGHV1-46
IGHA2	IGHV1-46
BLNK	IGHV3-9
VAV1	IGHV3-9
HCK	IGHV3-9
IGLV2-8	IGHV3-9
IGKV1-39	IGHV3-9
FCN1	IGHV3-9
IGLC6	IGHV3-9
IGKV1-17	IGHV3-9
IGKV3-20	IGHV3-9
ITK	IGHV3-9
ACTG1	IGHV3-9
IGLV6-57	IGHV3-9
IGHG1	IGHV3-9
ITPR1	IGHV3-9
C1R	IGHV3-9
IGKV1D-33	IGHV3-9
ARPC1A	IGHV3-9
SRC	IGHV3-9
RASGRP1	IGHV3-9
IGLV3-1	IGHV3-9
C1S	IGHV3-9
BAIAP2	IGHV3-9
IGLV1-44	IGHV3-9
MS4A2	IGHV3-9
IGKV4-1	IGHV3-9
IGLV1-47	IGHV3-9
CBLB	IGHV3-9
IGKV5-2	IGHV3-9
IGHA2	IGHV3-9
RPL4	CRYZ
IKBKE	CRYZ
RPL4	LSG1
NTRK1	LSG1
ATP2A1	LSG1
DNAJC25	LSG1
FIS1	LSG1
OTULINL	LSG1
MAFB	LSG1
RPL4	MKI67
FYN	MKI67
NIFK	MKI67
SRC	MKI67
RPL4	ZBTB11
ZNF324B	ZBTB11
LIN28A	ZBTB11
H1-1	ZBTB11
FZR1	ZBTB11
RPL31	ZBTB11
RBM4B	ZBTB11
YBX2	ZBTB11
RPL4	GREB1L
TTC9C	GREB1L
BRCA2	GREB1L
RPL4	MRPL18
RPS3	MRPL18
RPS20	MRPL18
RPL4	SMARCAD1
MYC	SMARCAD1
PCNA	SMARCAD1
HDAC2	SMARCAD1
NUMA1	SMARCAD1
MSH2	SMARCAD1
RPL4	SORBS1
MYC	SORBS1
TPM4	SORBS1
INPPL1	SORBS1
VCL	SORBS1
CALD1	SORBS1
KHDRBS1	SORBS1
EIF6	SORBS1
SMAD2	SORBS1
CDK6	SORBS1
HTT	SORBS1
MYL6	SORBS1
DNM2	SORBS1
TLN1	SORBS1
SORBS3	SORBS1
PAK2	SORBS1
IFITM3	SORBS1
ABI1	SORBS1
MAP4K3	SORBS1
MYL12B	SORBS1
INSR	SORBS1
PILRA	SORBS1
SLC10A3	SORBS1
RPL4	DYRK2
EIF2B5	DYRK2
HSPA8	DYRK2
SIAH2	DYRK2
TRIOBP	DYRK2
KIF3B	DYRK2
RPL4	INO80B
MKRN3	INO80B
RPS8	INO80B
USH1G	INO80B
KRTAP19-1	INO80B
DDX17	INO80B
RPL4	HNRNPCL3
AURKB	HNRNPCL3
RPL4	ZNF397
PRKAA2	ZNF397
SH3BGRL	ZNF397
ZSCAN20	ZNF397
ZNF394	ZNF397
RPL4	RBM4B
NUFIP1	RBM4B
NAT10	RBM4B
RRS1	RBM4B
NOM1	RBM4B
SURF6	RBM4B
ZNF320	RBM4B
RPL4	DUX4L9
DDX5	DUX4L9
ACTA1	DUX4L9
RPL4	CENPU
AURKB	CENPU
MIS12	CENPU
CKAP5	CENPU
GOLGA3	CENPU
EIF4G1	CENPU
ITGB3BP	CENPU
NUP43	CENPU
LAMC1	CENPU
SRP14	CENPU
IVNS1ABP	CENPU
NUP107	CENPU
MAD1L1	CENPU
ERCC6L	CENPU
CDK1	CENPU
CCNB2	CENPU
COL8A1	CENPU
NUP160	CENPU
SART3	CENPU
CDC20	CENPU
KPNA6	CENPU
WAPL	CENPU
PMF1	CENPU
ZNF512	CENPU
CENPK	CENPU
ZNF48	CENPU
MIS18BP1	CENPU
RPL4	POLRMT
MRPS23	POLRMT
MTRES1	POLRMT
TBRG4	POLRMT
NTRK1	POLRMT
MTERF1	POLRMT
HSCB	POLRMT
COX4I1	POLRMT
ACAD9	POLRMT
ERP29	POLRMT
SURF6	POLRMT
AMACR	POLRMT
ERAL1	POLRMT
RPL4	PRSS23
PDPK1	PRSS23
MAPK8IP2	PRSS23
PPIA	PRSS23
RECQL4	PRSS23
HSPA4	PRSS23
ACTG1	PRSS23
SLC25A6	PRSS23
TRAPPC4	PRSS23
H1-0	PRSS23
TMEM222	PRSS23
NOC4L	PRSS23
B2M	PRSS23
FXR1	PRSS23
SHMT1	PRSS23
GATD1	PRSS23
PHF23	PRSS23
EFNA3	PRSS23
GRK6	PRSS23
RPL4	ZNF865
TEX19	ZNF865
EIF2B5	ZNF865
NANOG	ZNF865
RSBN1	ZNF865
TNFRSF1A	ZNF865
KRT83	ZNF865
KRT40	ZNF865
MRPS25	ZNF865
PRR3	ZNF865
LURAP1	ZNF865
CUL9	ZNF865
NXF2	ZNF865
 NXF2B	ZNF865
ZNF169	ZNF865
PNMA2	ZNF865
TEX28	ZNF865
 TEX28P1	ZNF865
 TEX28P2	ZNF865
CLEC11A	ZNF865
CCDC140	ZNF865
CACNG5	ZNF865
KCNA4	ZNF865
KAZALD1	ZNF865
RPL4	IL32
STX12	IL32
MEP1B	IL32
HSPA8	IL32
ZFPM2	IL32
VAMP3	IL32
BMPR1A	IL32
CSNK1G2	IL32
NDN	IL32
NDFIP1	IL32
PRTN3	IL32
NQO2	IL32
RPL4	SKI
HSPA8	SKI
TUBA1A	SKI
CCT3	SKI
SIAH2	SKI
CELA2A	SKI
SERPINB4	SKI
PRDM16	SKI
RPL4	PAGE4
TUBB4B	PAGE4
RPS11	PAGE4
MOB2	PAGE4
HSPA8	PAGE4
EEF1G	PAGE4
RPS8	PAGE4
ATP2A1	PAGE4
RPL14	PAGE4
EPRS1	PAGE4
YBX1	PAGE4
SLC3A2	PAGE4
DDX5	PAGE4
BOLA2	PAGE4
 BOLA2B	PAGE4
TNKS	PAGE4
CCT3	PAGE4
TRIM21	PAGE4
RPS20	PAGE4
SMCHD1	PAGE4
RPL24	PAGE4
RPS25	PAGE4
GNL3	PAGE4
IVNS1ABP	PAGE4
GART	PAGE4
RPL37	PAGE4
LRRC47	PAGE4
BMS1	PAGE4
ACTA1	PAGE4
FASN	PAGE4
DDX17	PAGE4
SLC25A5	PAGE4
ANKFY1	PAGE4
GSR	PAGE4
RPL4	DNAJC28
NDUFA9	DNAJC28
STOML2	DNAJC28
MAPK6	DNAJC28
TIMM44	DNAJC28
NDUFS3	DNAJC28
ATP5PF	DNAJC28
ATP5F1D	DNAJC28
MRPS23	DNAJC28
NDUFA2	DNAJC28
ATP5F1B	DNAJC28
ATP5PO	DNAJC28
PHB2	DNAJC28
LETM1	DNAJC28
ATP5PB	DNAJC28
NDUFV2	DNAJC28
MRPS31	DNAJC28
TACO1	DNAJC28
PYCARD	DNAJC28
MRPS35	DNAJC28
ATP5ME	DNAJC28
AFG3L2	DNAJC28
COX4I1	DNAJC28
NOC2L	DNAJC28
PTPMT1	DNAJC28
ACAD9	DNAJC28
NDUFS6	DNAJC28
DCAF8	DNAJC28
MRPL50	DNAJC28
RCN2	DNAJC28
HERC2	DNAJC28
DLAT	DNAJC28
MRPS24	DNAJC28
MRPS2	DNAJC28
ERAL1	DNAJC28
MRPL22	DNAJC28
NDUFA12	DNAJC28
NDUFS7	DNAJC28
IARS2	DNAJC28
MRPL13	DNAJC28
RPL7A	DNAJC28
DDB1	DNAJC28
ATP5PD	DNAJC28
NDUFAF3	DNAJC28
PTCD3	DNAJC28
MRPS22	DNAJC28
LRRC46	DNAJC28
PAM16	DNAJC28
HECTD3	DNAJC28
SCO1	DNAJC28
PTCD1	DNAJC28
SLC25A40	DNAJC28
NDUFAF2	DNAJC28
AHNAK	DNAJC28
NDUFS8	DNAJC28
MRPS9	DNAJC28
ANKRD52	DNAJC28
RPL4	ELOVL5
GOLGA3	ELOVL5
SLC2A1	ELOVL5
SPCS2	ELOVL5
AUP1	ELOVL5
HSD17B12	ELOVL5
STT3B	ELOVL5
USP20	ELOVL5
TBC1D22B	ELOVL5
GPAT4	ELOVL5
GINM1	ELOVL5
DSC3	ELOVL5
SNAP29	ELOVL5
SLC12A7	ELOVL5
LSG1	ELOVL5
SFT2D3	ELOVL5
RPL4	TMCC1
ZDHHC17	TMCC1
TMCC3	TMCC1
RPL4	BMP4
RPS13	BMP4
RPS11	BMP4
RPL22	BMP4
RPS8	BMP4
RPS3	BMP4
RPS3A	BMP4
RPL14	BMP4
YBX1	BMP4
APOD	BMP4
SDF2L1	BMP4
BMPR1A	BMP4
SRPK1	BMP4
LIPG	BMP4
DHX9	BMP4
RPL31	BMP4
UBE2O	BMP4
RPS20	BMP4
SART1	BMP4
MMP3	BMP4
H1-2	BMP4
BMP8B	BMP4
FBL	BMP4
CALR	BMP4
MRPS15	BMP4
FSTL1	BMP4
TDGF1	BMP4
HS3ST1	BMP4
TNFAIP6	BMP4
CST8	BMP4
BMPR1B	BMP4
MMP10	BMP4
CFC1	BMP4
BGN	BMP4
CGREF1	BMP4
EDDM3A	BMP4
IFNE	BMP4
RPL4	ATOH1
CSNK1A1	ATOH1
ATP2A1	ATOH1
SEC23B	ATOH1
SLC3A2	ATOH1
TUBA1A	ATOH1
TUBA1C	ATOH1
EEF1A1	ATOH1
KRT17	ATOH1
YARS2	ATOH1
MYCBP2	ATOH1
TRRAP	ATOH1
CPOX	ATOH1
PRDX4	ATOH1
RPL4	DNAJC25
GPR89A	DNAJC25
STT3B	DNAJC25
TTC17	DNAJC25
HADHB	DNAJC25
GPAT4	DNAJC25
RPL4	AHDC1
CHAMP1	AHDC1
ITSN2	AHDC1
ZNF324B	AHDC1
MFHAS1	AHDC1
AR	AHDC1
ZDHHC17	AHDC1
ATXN1	AHDC1
LRRK2	AHDC1
HTT	AHDC1
SCAI	AHDC1
PML	AHDC1
WDR45B	AHDC1
H3-4	AHDC1
UBR3	AHDC1
TRIM68	AHDC1
FBL	AHDC1
CRTAP	AHDC1
SERPINA12	AHDC1
IKZF5	AHDC1
DAPK1	AHDC1
CLEC11A	AHDC1
RPL4	TRIM9
MDM2	TRIM9
PCGF3	TRIM9
NCF1	TRIM9
DCC	TRIM9
GPR45	RSAD1
ANTXR1	RSAD1
C9orf163	RSAD1
LIG3	RSAD1
RECQL4	RSAD1
YARS2	RSAD1
SDHB	RSAD1
NDUFS6	RSAD1
AMACR	RSAD1
NDUFS7	RSAD1
GP5	RSAD1
SSC4D	RSAD1
NIPSNAP3A	RSAD1
ACSM5	RSAD1
CBR4	RSAD1
WDR53	RSAD1
NAA38	RSAD1
GPR45	EPHX4
CGRRF1	EPHX4
TSPAN15	EPHX4
SERPINA12	EPHX4
HS2ST1	EPHX4
PCDHB3	EPHX4
TMEM14B	EPHX4
PCDHA12	EPHX4
GPR45	OTX2
SNRPA	OTX2
HSD3B7	OTX2
AURKC	OTX2
TNPO2	OTX2
CDK3	OTX2
SOX9	OTX2
FOXA2	OTX2
GUCA1B	OTX2
GPR45	DNAAF5
NTRK1	DNAAF5
EFNA4	DNAAF5
KDF1	DNAAF5
SLC18A2	DNAAF5
MS4A4A	DNAAF5
GPR45	GPD1L
GAPDH	GPD1L
AIFM1	GPD1L
HCST	GPD1L
CCL16	GPD1L
SLC3A2	GPD1L
FCER1A	GPD1L
GPR17	GPD1L
LAMP2	GPD1L
TGOLN2	GPD1L
FAM174A	GPD1L
GPAT4	GPD1L
SLC22A4	GPD1L
TPI1	GPD1L
GPAT2	GPD1L
SSR2	GPD1L
CST8	GPD1L
PGM1	GPD1L
GPAM	GPD1L
TACSTD2	GPD1L
PALM2	GPD1L
ACO2	GPD1L
CHODL	GPD1L
GNPNAT1	GPD1L
SPANXN5	GPD1L
GPR45	PIGU
RTP2	PIGU
NRAS	PIGU
SYNGR1	PIGU
SEC61B	PIGU
AGTR1	PIGU
CCDC47	PIGU
GPR17	PIGU
EDNRA	PIGU
EMD	PIGU
DNAJC25	PIGU
TXNDC15	PIGU
GPR35	PIGU
HSD3B7	PIGU
RHOG	PIGU
TSPAN15	PIGU
DHFR2	PIGU
DNAJC16	PIGU
GCGR	PIGU
OTULINL	PIGU
BCAP31	PIGU
SLC22A4	PIGU
P2RY8	PIGU
F2RL1	PIGU
B3GNT3	PIGU
SCN4A	PIGU
HS2ST1	PIGU
PIGF	PIGU
PIGT	PIGU
FNDC4	PIGU
PLAUR	PIGU
PIGK	PIGU
CHRNA10	PIGU
GPR45	FCSK
HSPA8	FCSK
RNF123	FCSK
GPR182	FCSK
HCST	FCSK
MFSD4A	FCSK
B4GALT2	FCSK
PRMT6	FCSK
POGZ	FCSK
DHCR24	FCSK
CIAO2A	FCSK
SF3B3	FCSK
TLX3	FCSK
COQ3	FCSK
PLEKHG7	FCSK
LRRC29	FCSK
KLK5	FCSK
TRIM66	FCSK
VEGFD	FCSK
GZMH	FCSK
PUDP	FCSK
GPR45	SPPL3
IL2RA	SPPL3
GPR45	INTS5
TNF	INTS5
NTRK1	INTS5
GPR45	SLC25A40
THTPA	SLC25A40
GPR45	TBRG4
ATP5PF	TBRG4
SYNGR1	TBRG4
WIF1	TBRG4
NTRK1	TBRG4
PRRT2	TBRG4
ACAD9	TBRG4
MRPL41	TBRG4
KRT27	TBRG4
CARS2	TBRG4
STK19	TBRG4
PRB3	TBRG4
GPR45	TELO2
EEF1AKMT3	TELO2
SLC2A1	TELO2
CACNA1A	TELO2
NTRK1	TELO2
TSC22D1	TELO2
HSPA4	TELO2
CRKL	TELO2
PROKR1	TELO2
P2RY8	TELO2
SLC18A2	TELO2
TTI1	TELO2
GPR45	SLC39A6
RHOQ	SLC39A6
RHOD	SLC39A6
SDF2L1	SLC39A6
RHOH	SLC39A6
RAB35	SLC39A6
RHOG	SLC39A6
ELOVL5	SLC39A6
P2RY8	SLC39A6
LPCAT2	SLC39A6
RHOV	SLC39A6
MARCKS	SLC39A6
ADAM30	SLC39A6
CD27	SLC39A6
GPR45	TTI2
SLC2A1	TTI2
GPR17	TTI2
HSPA4	TTI2
EFNA4	TTI2
TNFSF12	TTI2
TELO2	TTI2
SLC18A2	TTI2
TRRAP	TTI2
GPR45	TUBE1
RNF123	TUBE1
TEDC2	TUBE1
GPR45	MAN1B1
TEX264	MAN1B1
HLA-DQB1	MAN1B1
DNM2	MAN1B1
FGF14	MAN1B1
RANBP6	MAN1B1
GPR45	ACAD10
CXCR4	ACAD10
TIMM10	ACAD10
SLC22A9	ACAD10
YARS2	ACAD10
GCGR	ACAD10
CLPP	ACAD10
P2RY8	ACAD10
MLNR	ACAD10
OSTM1	ACAD10
NDUFS7	ACAD10
HS2ST1	ACAD10
OXSR1	ACAD10
HNRNPC	ACAD10
NIPSNAP3A	ACAD10
MAS1	ACAD10
ACSM5	ACAD10
PCDHA12	ACAD10
PLS1	ACAD10
ETFBKMT	ACAD10
GPR45	ARVCF
NTRK1	ARVCF
EFNA4	ARVCF
GPR45	GEMIN6
NUP42	GEMIN6
NUFIP1	GEMIN6
NUP205	GEMIN6
GEMIN5	GEMIN6
PHAX	GEMIN6
PFN2	GEMIN6
NUP43	GEMIN6
NUP107	GEMIN6
NUP160	GEMIN6
SNRPD2	GEMIN6
SNRPF	GEMIN6
NUP88	GEMIN6
GPR45	NBEAL2
EEF1AKMT3	NBEAL2
EGFR	NBEAL2
NOP2	NBEAL2
SULT1C4	NBEAL2
GPR45	PPTC7
RTN4IP1	PPTC7
OSTM1	PPTC7
ABCB6	PPTC7
CSTL1	PPTC7
TRABD	PPTC7
GPR150	PPTC7
GPR45	EXOC5
BARD1	EXOC5
DVL2	EXOC5
MYO1C	EXOC5
STUB1	EXOC5
EGFR	EXOC5
SEC61B	EXOC5
MAGEA3	EXOC5
EXOC4	EXOC5
ADCK1	EXOC5
ACTB	EXOC5
RHOQ	EXOC5
GPR182	EXOC5
NTRK1	EXOC5
GAPDH	EXOC5
RALA	EXOC5
CCDC102B	EXOC5
CRYAB	EXOC5
USP2	EXOC5
SEMA4C	EXOC5
DNAJC5	EXOC5
STX11	EXOC5
TXNL4A	EXOC5
GPR17	EXOC5
KRT17	EXOC5
SPRED1	EXOC5
PYCARD	EXOC5
ACTG1	EXOC5
FMR1	EXOC5
GCGR	EXOC5
HTT	EXOC5
AKT2	EXOC5
ZNF609	EXOC5
C1orf216	EXOC5
ARF6	EXOC5
ENO2	EXOC5
IL1R2	EXOC5
UNC93B1	EXOC5
HECTD1	EXOC5
STIM1	EXOC5
FGA	EXOC5
OAS1	EXOC5
CMKLR1	EXOC5
IFT57	EXOC5
SLC18A2	EXOC5
MAGEA6	EXOC5
LURAP1	EXOC5
THOC1	EXOC5
SNCA	EXOC5
CA14	EXOC5
TNPO2	EXOC5
BRMS1L	EXOC5
EPHA1	EXOC5
DEUP1	EXOC5
TACSTD2	EXOC5
EXOC3L1	EXOC5
IQCB1	EXOC5
TBX21	EXOC5
FRMD6	EXOC5
EXOC7	EXOC5
EXOC6	EXOC5
ICA1	EXOC5
PTK6	EXOC5
PRKCG	EXOC5
EFNB1	EXOC5
CRYBB1	EXOC5
ACTR3B	EXOC5
IQCJ-SCHIP1	EXOC5
TTC23L	EXOC5
GPR45	MSI1
MKRN3	MSI1
RBM4B	MSI1
MAFB	MSI1
GPR45	DGLUCY
P2RY8	DGLUCY
MSRB2	DGLUCY
NIPSNAP3A	DGLUCY
GPR45	SLC39A10
MYC	SLC39A10
NRAS	SLC39A10
LAMP3	SLC39A10
RHOB	SLC39A10
PTPRG	SLC39A10
RHOQ	SLC39A10
GPR88	SLC39A10
RHOD	SLC39A10
ADORA2B	SLC39A10
RND2	SLC39A10
RHOH	SLC39A10
RAB35	SLC39A10
BTNL9	SLC39A10
GALNT6	SLC39A10
RHOG	SLC39A10
HTR2C	SLC39A10
TSPAN15	SLC39A10
DHFR2	SLC39A10
ARF6	SLC39A10
OTULINL	SLC39A10
EPB41L4A	SLC39A10
P2RY8	SLC39A10
LPCAT2	SLC39A10
RHOV	SLC39A10
MARCKS	SLC39A10
GP5	SLC39A10
TCF20	SLC39A10
TNFRSF9	SLC39A10
IGDCC4	SLC39A10
TMEFF1	SLC39A10
NRN1L	SLC39A10
GPR45	CYBA
TNFRSF1A	CYBA
TSPAN15	CYBA
COX4I1	CYBA
CHCHD2	CYBA
P2RY8	CYBA
RCHY1	CYBA
H1-7	CYBA
NCF1	CYBA
TMEM184A	CYBA
CACNG7	CYBA
TNFRSF13B	CYBA
C5AR2	CYBA
GPR45	TTC37
AP1B1	TTC37
GPR45	XRCC3
CCT3	XRCC3
ERAL1	XRCC3
OSGIN1	XRCC3
LRATD2	XRCC3
GPR45	TBC1D9B
EEF1AKMT3	TBC1D9B
GPR17	TBC1D9B
BTNL9	TBC1D9B
HSCB	TBC1D9B
MYCBP2	TBC1D9B
CLEC2B	TBC1D9B
LRRC55	TBC1D9B
GPR45	PLEKHH3
MCM2	PLEKHH3
NPC1	PLEKHH3
CXCR4	PLEKHH3
NTRK1	PLEKHH3
TMED7	PLEKHH3
BTNL9	PLEKHH3
ACVR2B	PLEKHH3
MANSC1	PLEKHH3
CACNG4	PLEKHH3
CLEC11A	PLEKHH3
CTXN1	PLEKHH3
IGDCC4	PLEKHH3
SLITRK6	PLEKHH3
KCNC3	PLEKHH3
PTCH2	PLEKHH3
GPR45	NOM1
SRP14	NOM1
GPR45	PYROXD2
GPR45	SERAC1
MAGEA8	SERAC1
EGFR	SERAC1
AIFM1	SERAC1
HSCB	SERAC1
GPR45	MCM3AP
PCNA	MCM3AP
CRMP1	MCM3AP
IQCF2	MCM3AP
TMEM216	MCM3AP
GPR45	BDH1
B3GALT5	BDH1
CD79A	BDH1
MAGEA8	BDH1
OXCT1	BDH1
TNF	BDH1
AIFM1	BDH1
HCST	BDH1
MAGEA1	BDH1
LAMP2	BDH1
LPAR6	BDH1
MFSD4A	BDH1
APLNR	BDH1
SLC22A4	BDH1
SPACA1	BDH1
ACSL1	BDH1
CMTM8	BDH1
IL13RA2	BDH1
MTARC1	BDH1
MGARP	BDH1
HMGCL	BDH1
QTRT2	BDH1
NAAA	BDH1
GPR45	L2HGDH
TGM1	L2HGDH
HSCB	L2HGDH
YARS2	L2HGDH
SERPINB4	L2HGDH
ITGB8	L2HGDH
IVL	L2HGDH
NIPSNAP3A	L2HGDH
CA6	L2HGDH
HMGCL	L2HGDH
SCGN	L2HGDH
GPR45	ATP2B2
NUFIP1	ATP2B2
DLG1	ATP2B2
SYNGR1	ATP2B2
BTNL9	ATP2B2
HTR2C	ATP2B2
ADAMTS4	ATP2B2
RXFP1	ATP2B2
P2RY8	ATP2B2
LPCAT2	ATP2B2
TMEM39A	ATP2B2
GINM1	ATP2B2
DNAAF2	ATP2B2
ALG10	ATP2B2
ATP9A	ATP2B2
GHDC	ATP2B2
DGAT1	ATP2B2
KRT73	ATP2B2
TRABD	ATP2B2
CHSY1	ATP2B2
IL2RA	ATP2B2
C17orf78	ATP2B2
SLC47A1	ATP2B2
PIBF1	ATP2B2
GPR45	DPY19L1
ATP2A1	DPY19L1
SLC22A9	DPY19L1
STUM	DPY19L1
HSCB	DPY19L1
CYB5B	DPY19L1
OTULINL	DPY19L1
CD3E	DPY19L1
CHST8	DPY19L1
SCNN1D	DPY19L1
HS2ST1	DPY19L1
SLC1A1	DPY19L1
TMEM184A	DPY19L1
CHST5	DPY19L1
LRRC55	DPY19L1
IGDCC4	DPY19L1
BTN3A3	DPY19L1
GPR45	LRRC1
DLG1	LRRC1
RHOB	LRRC1
RND2	LRRC1
ZNF550	LRRC1
HSCB	LRRC1
HTR2C	LRRC1
IL1R2	LRRC1
ERBB4	LRRC1
CRMP1	LRRC1
MAFB	LRRC1
RBMX2	LRRC1
ZNF691	LRRC1
HOXB6	LRRC1
NLRP5	LRRC1
GPR45	NOCT
CLOCK	NOCT
IVNS1ABP	NOCT
RAB8B	NOCT
LRRTM1	NOCT
CSTL1	NOCT
GPR45	SARDH
C9orf163	SARDH
UBE2N	SARDH
YARS2	SARDH
AMACR	SARDH
MRPS30	SARDH
NDUFS7	SARDH
FKBP4	SARDH
NIPSNAP3A	SARDH
ACSM5	SARDH
CLEC11A	SARDH
ETFBKMT	SARDH
NAA38	SARDH
KLHL14	SARDH
GZMH	SARDH
ADAM7	SARDH
GPR45	ATP6AP2
VIM	ATP6AP2
MAPK6	ATP6AP2
STX12	ATP6AP2
NRAS	ATP6AP2
SLC2A1	ATP6AP2
LAMP3	ATP6AP2
STUB1	ATP6AP2
SEC61B	ATP6AP2
TMPRSS4	ATP6AP2
TFRC	ATP6AP2
ST7	ATP6AP2
SEC22B	ATP6AP2
PLBD1	ATP6AP2
ATP2A1	ATP6AP2
KLK10	ATP6AP2
RHOD	ATP6AP2
RALA	ATP6AP2
TMPRSS2	ATP6AP2
TGM1	ATP6AP2
RND2	ATP6AP2
USP20	ATP6AP2
ETFB	ATP6AP2
CCDC47	ATP6AP2
EMD	ATP6AP2
DPP4	ATP6AP2
DNAJC25	ATP6AP2
VAMP3	ATP6AP2
CLEC4D	ATP6AP2
RPN1	ATP6AP2
MFSD4A	ATP6AP2
RAB3B	ATP6AP2
LRRC59	ATP6AP2
WDR75	ATP6AP2
RAB35	ATP6AP2
JPH1	ATP6AP2
CD2AP	ATP6AP2
RNASE7	ATP6AP2
GLP1R	ATP6AP2
ESYT2	ATP6AP2
ST8SIA5	ATP6AP2
ERGIC1	ATP6AP2
MTUS2	ATP6AP2
HSD3B7	ATP6AP2
RHOG	ATP6AP2
CAVIN1	ATP6AP2
HTR2C	ATP6AP2
DHFR2	ATP6AP2
UPK2	ATP6AP2
SDHB	ATP6AP2
CREB3	ATP6AP2
TMPRSS11B	ATP6AP2
PLD1	ATP6AP2
VAMP5	ATP6AP2
ARF6	ATP6AP2
FIS1	ATP6AP2
OTULINL	ATP6AP2
ATP6V1B2	ATP6AP2
ELOVL5	ATP6AP2
BCAP31	ATP6AP2
SERPINB3	ATP6AP2
RAB11B	ATP6AP2
ACTR2	ATP6AP2
PMP22	ATP6AP2
LAMTOR2	ATP6AP2
CMA1	ATP6AP2
ATP6V1A	ATP6AP2
STIM1	ATP6AP2
SCPEP1	ATP6AP2
PTPRO	ATP6AP2
CST6	ATP6AP2
TMEM97	ATP6AP2
ENPEP	ATP6AP2
CHRNB2	ATP6AP2
MARCKS	ATP6AP2
ATP6V1C1	ATP6AP2
SERPINB13	ATP6AP2
LCN2	ATP6AP2
TMEM199	ATP6AP2
ATP6V0D1	ATP6AP2
GLB1	ATP6AP2
SSR1	ATP6AP2
S100A7A	ATP6AP2
OSTM1	ATP6AP2
CLEC4E	ATP6AP2
SERPINA12	ATP6AP2
FLG2	ATP6AP2
ACP3	ATP6AP2
TIMMDC1	ATP6AP2
ATP6V0A2	ATP6AP2
PCDHB3	ATP6AP2
SERPINB4	ATP6AP2
POF1B	ATP6AP2
KIDINS220	ATP6AP2
RHOF	ATP6AP2
CALML5	ATP6AP2
PACSIN3	ATP6AP2
LAMTOR1	ATP6AP2
KIAA2013	ATP6AP2
TGM3	ATP6AP2
ARSF	ATP6AP2
MMGT1	ATP6AP2
CPA4	ATP6AP2
S100A8	ATP6AP2
IVL	ATP6AP2
CMTM8	ATP6AP2
ATP6V0D2	ATP6AP2
PHLDB2	ATP6AP2
ZBTB11	ATP6AP2
PDIA3	ATP6AP2
SLC35F6	ATP6AP2
VMA21	ATP6AP2
TMEM203	ATP6AP2
SERPINB7	ATP6AP2
ATP6V1E1	ATP6AP2
SDR9C7	ATP6AP2
CTSH	ATP6AP2
TMUB1	ATP6AP2
GDPD3	ATP6AP2
GJD3	ATP6AP2
ALOX12B	ATP6AP2
SBSN	ATP6AP2
LGALS7	ATP6AP2
 LGALS7B	ATP6AP2
SEC22A	ATP6AP2
GPRC5A	ATP6AP2
CAVIN3	ATP6AP2
ATP6V0C	ATP6AP2
NCCRP1	ATP6AP2
GSDMA	ATP6AP2
ZACN	ATP6AP2
SEC62	ATP6AP2
MME	ATP6AP2
CTSZ	ATP6AP2
CD59	ATP6AP2
CD207	ATP6AP2
DNAJC1	ATP6AP2
ACE	ATP6AP2
CAPNS2	ATP6AP2
GOLIM4	ATP6AP2
IST1	ATP6AP2
LRP6	ATP6AP2
CTSG	ATP6AP2
PILRB	ATP6AP2
