Gene_1	Gene_2
SIPA1L1	MAP3K21
CHODL	MAP3K21
DENND4C	MAP3K21
RASAL2	MAP3K21
ANKRD34A	MAP3K21
AGAP1	MAP3K21
OPALIN	MAP3K21
EFNB1	MAP3K21
HPCA	MAP3K21
FAM110B	TBC1D25
SRGAP2	TBC1D25
ZBTB21	TBC1D25
GIGYF1	TBC1D25
ATF4	TBC1D25
KIF13B	TBC1D25
FAM53C	TBC1D25
KSR1	TBC1D25
HMGB2	TBC1D25
KCNIP1	TBC1D25
FAM110B	MAPKAP1
PDPK1	MAPKAP1
MAPK6	MAPKAP1
HDAC4	MAPKAP1
AURKB	MAPKAP1
NRAS	MAPKAP1
TRIM52	MAPKAP1
RHOQ	MAPKAP1
KIF1C	MAPKAP1
MDM2	MAPKAP1
CASP9	MAPKAP1
RHOD	MAPKAP1
SFN	MAPKAP1
TESK2	MAPKAP1
EIF4E2	MAPKAP1
RHOH	MAPKAP1
PRR5L	MAPKAP1
FAM110A	MAPKAP1
RHOG	MAPKAP1
GSK3B	MAPKAP1
SRGAP2	MAPKAP1
NAV1	MAPKAP1
MAST3	MAPKAP1
ZBTB21	MAPKAP1
RAB3IP	MAPKAP1
TRIB3	MAPKAP1
GIGYF1	MAPKAP1
NF1	MAPKAP1
LPIN3	MAPKAP1
RHOV	MAPKAP1
KIF13B	MAPKAP1
PRR5	MAPKAP1
CHUK	MAPKAP1
FAM53C	MAPKAP1
MELK	MAPKAP1
KSR1	MAPKAP1
TBC1D25	MAPKAP1
DENND1A	MAPKAP1
PLEKHA7	MAPKAP1
RTKN	MAPKAP1
CAMSAP2	MAPKAP1
TSC2	MAPKAP1
MLST8	MAPKAP1
MAP3K8	MAPKAP1
DENND4C	MAPKAP1
AGAP1	MAPKAP1
FAM110B	FAM53C
YWHAQ	FAM53C
TRAF3	FAM53C
KIF1C	FAM53C
DYRK1A	FAM53C
SRGAP2	FAM53C
ZBTB21	FAM53C
GIGYF1	FAM53C
NF1	FAM53C
KIF13B	FAM53C
KSR1	FAM53C
PLEKHA7	FAM53C
RTKN	FAM53C
FAM110B	DENND4C
HDAC4	DENND4C
CSNK1A1	DENND4C
KIF1C	DENND4C
TESK2	DENND4C
EIF4E2	DENND4C
FAM110A	DENND4C
SRGAP2	DENND4C
NAV1	DENND4C
MAST3	DENND4C
ZBTB21	DENND4C
RPTOR	DENND4C
GIGYF1	DENND4C
NF1	DENND4C
LPIN3	DENND4C
KIF13B	DENND4C
FAM53C	DENND4C
MELK	DENND4C
KSR1	DENND4C
DENND1A	DENND4C
PLEKHA7	DENND4C
WEE1	DENND4C
RTKN	DENND4C
CAMSAP2	DENND4C
OSBPL6	DENND4C
RALGPS2	DENND4C
AGAP1	DENND4C
ANXA1	EBF2
ARG1	EBF2
ORM1	EBF2
TGM1	EBF2
SERPINB3	EBF2
LTF	EBF2
NES	EBF2
IGLL5	EBF2
LCN2	EBF2
TRAF1	EBF2
SERPINB4	EBF2
SERPINB1	EBF2
POF1B	EBF2
S100A4	EBF2
TUBB1	EBF2
CPA4	EBF2
BPIFB1	EBF2
JCHAIN	EBF2
LILRA5	EBF2
PIGR	EBF2
BPIFA1	EBF2
ALOX12B	EBF2
EVPL	EBF2
SPRR3	EBF2
CRNN	EBF2
CHP2	EBF2
BPIFB2	EBF2
ANXA1	CZIB
PRPF19	CZIB
TNRC6B	CZIB
DNAJC17	CZIB
MANF	CZIB
DYNC1LI1	CZIB
UBA6	CZIB
CRIPT	CZIB
CCS	CZIB
ANXA1	UGT1A10
KLK10	UGT1A10
OLFM2	UGT1A10
SERPINB3	UGT1A10
POGLUT1	UGT1A10
LCN2	UGT1A10
UGT1A7	UGT1A10
SERPINB4	UGT1A10
IVL	UGT1A10
UGT1A1	UGT1A10
EVPL	UGT1A10
MANEA	UGT1A10
NAGLU	UGT1A10
UGT1A9	UGT1A10
ANXA1	PRAMEF2
FBXO2	PRAMEF2
YBX1	PRAMEF2
RBX1	PRAMEF2
WDR5	PRAMEF2
ANXA1	UNC119
MAPK8IP2	UNC119
KRTAP1-3	UNC119
KRTAP9-3	UNC119
HCK	UNC119
AMOT	UNC119
EIF2S2	UNC119
SMN1	UNC119
 SMN2	UNC119
CEP97	UNC119
MDM2	UNC119
TSC22D1	UNC119
RCC1	UNC119
ZNF24	UNC119
CBX8	UNC119
BTBD2	UNC119
FYN	UNC119
SPDEF	UNC119
ANXA7	UNC119
TTC1	UNC119
PIN1	UNC119
UBE2I	UNC119
NPHP3	UNC119
ARL3	UNC119
HLA-DQA1	UNC119
KDM1A	UNC119
UBQLN4	UNC119
UBE2B	UNC119
LYN	UNC119
EPB41L4A	UNC119
PSMD11	UNC119
PPA1	UNC119
LZTS1	UNC119
PPP3CC	UNC119
NOCT	UNC119
GNAT2	UNC119
RFTN1	UNC119
LZTS2	UNC119
ARL15	UNC119
MAPK10	UNC119
LRIF1	UNC119
PALD1	UNC119
CKS2	UNC119
RPS6KA5	UNC119
LRRC57	UNC119
OCC1	UNC119
MPHOSPH6	UNC119
ITSN1	UNC119
PTPRS	UNC119
S100A4	UNC119
CETN3	UNC119
LUC7L2	UNC119
COX17	UNC119
S100A8	UNC119
BCR	UNC119
PCDHA4	UNC119
SULT1E1	UNC119
MACIR	UNC119
RFC5	UNC119
KRTAP9-8	UNC119
PAPSS1	UNC119
TRDMT1	UNC119
CDKN2C	UNC119
SIPA1L2	UNC119
AVPI1	UNC119
RBPMS2	UNC119
ARL2	UNC119
MAP3K20	UNC119
ZFP64	UNC119
MTHFD1	UNC119
OGT	UNC119
SEPHS1	UNC119
FAM13A	UNC119
N4BP3	UNC119
CAPN15	UNC119
RPA2	UNC119
ANXA3	UNC119
PSMD2	UNC119
QTRT1	UNC119
PPEF2	UNC119
ARL4D	UNC119
BRIX1	UNC119
RUFY3	UNC119
TP53I3	UNC119
RASSF6	UNC119
HSPB3	UNC119
TP53BP2	UNC119
GUSBP1	UNC119
PSKH1	UNC119
PFN1	UNC119
LAMA4	UNC119
RNF34	UNC119
PHF10	UNC119
ORAI2	UNC119
PSKH2	UNC119
AAGAB	UNC119
TMEM200A	UNC119
CCL18	UNC119
PLPP2	UNC119
ANKRD24	UNC119
ANXA1	MGMT
VIM	MGMT
PCNA	MGMT
TUBB4B	MGMT
MCM2	MGMT
KPNB1	MGMT
CSNK2A1	MGMT
ACTB	MGMT
WNT9B	MGMT
TUBA1C	MGMT
DDX5	MGMT
EEF1A1	MGMT
NCL	MGMT
SLC25A6	MGMT
PSMD9	MGMT
TOP1	MGMT
H3-4	MGMT
CDK1	MGMT
DDX24	MGMT
FBL	MGMT
VCP	MGMT
CSNK2A2	MGMT
BRCA2	MGMT
EIF3H	MGMT
PABPC3	MGMT
EEF1A2	MGMT
IL25	MGMT
FBXO27	MGMT
PTPN4	MGMT
ANXA1	CEP89
HIF1AN	CEP89
SLC25A12	CEP89
YWHAQ	CEP89
YWHAE	CEP89
CEP43	CEP89
MOB2	CEP89
RHOB	CEP89
YWHAB	CEP89
PTPRG	CEP89
RHOQ	CEP89
CALCOCO2	CEP89
RHOD	CEP89
DISC1	CEP89
WRAP73	CEP89
ZNF263	CEP89
RAB35	CEP89
RHOG	CEP89
UNC45A	CEP89
MLLT1	CEP89
CC2D1A	CEP89
BRK1	CEP89
LYN	CEP89
EPB41L4A	CEP89
KIAA0753	CEP89
HAUS3	CEP89
YWHAG	CEP89
CEP72	CEP89
KCTD18	CEP89
KIAA1671	CEP89
HAUS5	CEP89
MAGEA9	CEP89
 MAGEA9B	CEP89
C11orf52	CEP89
HAUS7	CEP89
VPS33A	CEP89
PMF1	CEP89
RHOF	CEP89
OBI1	CEP89
SRBD1	CEP89
HAUS4	CEP89
DLG5	CEP89
CCDC85C	CEP89
NMT1	CEP89
FXR1	CEP89
CEP350	CEP89
LUZP1	CEP89
WDR45	CEP89
CEP128	CEP89
WDR83	CEP89
C3orf14	CEP89
ANXA1	CSAD
SMN1	CSAD
 SMN2	CSAD
RCC1	CSAD
ANXA7	CSAD
PIN1	CSAD
GSK3B	CSAD
NR1H2	CSAD
CDO1	CSAD
BLNK	PLCG2
MYC	PLCG2
VAV1	PLCG2
IGLV2-8	PLCG2
DGKH	PLCG2
IGKV1-39	PLCG2
MED28	PLCG2
IGLC6	PLCG2
RALBP1	PLCG2
IGKV1-17	PLCG2
IGKV3-20	PLCG2
ITK	PLCG2
GAB1	PLCG2
INPP5B	PLCG2
ERBB2	PLCG2
IGLV6-57	PLCG2
IGHG1	PLCG2
ITPR1	PLCG2
IGKV1D-33	PLCG2
IGHV4-39	PLCG2
IGHV3-13	PLCG2
PLD1	PLCG2
SRC	PLCG2
RASGRP1	PLCG2
IGLV3-1	PLCG2
PSMD3	PLCG2
IGHV3-9	PLCG2
IGLV1-44	PLCG2
MS4A2	PLCG2
IGKV4-1	PLCG2
IGLV1-47	PLCG2
KCTD17	PLCG2
IGHV3-53	PLCG2
TLR4	PLCG2
PAK2	PLCG2
RTL10	PLCG2
CBLB	PLCG2
IGKV5-2	PLCG2
DAGLB	PLCG2
RASGRP2	PLCG2
IGHV3-30	PLCG2
DGKB	PLCG2
INPP5J	PLCG2
ISL1	PLCG2
PTTG1	PLCG2
EPYC	PLCG2
BLNK	SCIMP
BLNK	IGHV4-39
VAV1	IGHV4-39
HCK	IGHV4-39
IGLV2-8	IGHV4-39
FCN1	IGHV4-39
IGLC6	IGHV4-39
IGKV1-17	IGHV4-39
IGKV3-20	IGHV4-39
ACTG1	IGHV4-39
IGLV6-57	IGHV4-39
IGHG1	IGHV4-39
ITPR1	IGHV4-39
C1R	IGHV4-39
IGKV1D-33	IGHV4-39
ARPC1A	IGHV4-39
SRC	IGHV4-39
RASGRP1	IGHV4-39
IGLV3-1	IGHV4-39
C1S	IGHV4-39
BAIAP2	IGHV4-39
IGLV1-44	IGHV4-39
MS4A2	IGHV4-39
IGKV4-1	IGHV4-39
IGLV1-47	IGHV4-39
CBLB	IGHV4-39
IGKV5-2	IGHV4-39
IGHA2	IGHV4-39
BLNK	CBLB
VAV1	CBLB
IGLV2-8	CBLB
IGLC6	CBLB
IGKV1-17	CBLB
IGKV3-20	CBLB
IGLV6-57	CBLB
ITPR1	CBLB
LRRK2	CBLB
IGKV1D-33	CBLB
IGHV3-13	CBLB
SRC	CBLB
ARHGEF7	CBLB
RASGRP1	CBLB
IGLV3-1	CBLB
CRKL	CBLB
IGLV1-44	CBLB
GTF3C3	CBLB
IGKV4-1	CBLB
IGLV1-47	CBLB
OSTF1	CBLB
DNAJB6	CBLB
IGKV5-2	CBLB
HMGB2	CBLB
IGHV3-30	CBLB
BLNK	CD79B
CD79A	CD79B
IGKV1D-12	CD79B
IGHV3-33	CD79B
VAV1	CD79B
IGLV2-8	CD79B
IGKV2-28	CD79B
IGKV1-39	CD79B
IGHV2-70	CD79B
IGHM	CD79B
IGLV2-23	CD79B
IGLC6	CD79B
IGHV4-34	CD79B
IGLV7-43	CD79B
IGKV1-17	CD79B
SOS1	CD79B
IGLV3-25	CD79B
ITPR3	CD79B
FYN	CD79B
IGKV3-20	CD79B
IGKV2-30	CD79B
IGHV4-59	CD79B
IGLV3-19	CD79B
IGHV3-23	CD79B
IGLV6-57	CD79B
ITPR1	CD79B
IGKV1-16	CD79B
IGKV1D-33	CD79B
IGHV4-39	CD79B
IGLV3-27	CD79B
IGHV3-13	CD79B
IGKV3-15	CD79B
IGHV1-2	CD79B
RASGRP1	CD79B
IGLV3-1	CD79B
LYN	CD79B
SGTB	CD79B
SGTA	CD79B
PLCG2	CD79B
IGHV3-9	CD79B
PLCG1	CD79B
IGLV1-44	CD79B
IGHV3-11	CD79B
IGHV3-7	CD79B
IGLV2-11	CD79B
IGKV4-1	CD79B
IGLV1-47	CD79B
IGHV3-48	CD79B
ITPR2	CD79B
CBL	CD79B
IGLC1	CD79B
IGHV3-53	CD79B
IGHV1-46	CD79B
IGKV1-5	CD79B
CBLB	CD79B
IGLV1-40	CD79B
IGLC7	CD79B
IGLV3-21	CD79B
CD19	CD79B
PRKCB	CD79B
IGKV3-11	CD79B
IGKV2D-40	CD79B
IGKV5-2	CD79B
IGHD	CD79B
IGHV3-30	CD79B
IGLV2-14	CD79B
IGKV2-29	CD79B
IGKV1D-16	CD79B
IGKC	CD79B
PIK3AP1	CD79B
IGHV2-5	CD79B
BLNK	IGLC6
VAV1	IGLC6
HCK	IGLC6
IGLV2-8	IGLC6
FCN1	IGLC6
ACTG1	IGLC6
IGLV6-57	IGLC6
IGHG1	IGLC6
ITPR1	IGLC6
C1R	IGLC6
ARPC1A	IGLC6
IGHV3-13	IGLC6
SRC	IGLC6
RASGRP1	IGLC6
C1S	IGLC6
BAIAP2	IGLC6
IGLV1-44	IGLC6
MS4A2	IGLC6
IGHA2	IGLC6
BLNK	IGLV1-47
VAV1	IGLV1-47
HCK	IGLV1-47
FCN1	IGLV1-47
IGLC6	IGLV1-47
ACTG1	IGLV1-47
IGHG1	IGLV1-47
ITPR1	IGLV1-47
C1R	IGLV1-47
ARPC1A	IGLV1-47
IGHV3-13	IGLV1-47
SRC	IGLV1-47
RASGRP1	IGLV1-47
C1S	IGLV1-47
BAIAP2	IGLV1-47
MS4A2	IGLV1-47
IGHA2	IGLV1-47
BLNK	PIK3AP1
PDPK1	PIK3AP1
ITSN2	PIK3AP1
CD79A	PIK3AP1
IGKV1D-12	PIK3AP1
IGHV3-33	PIK3AP1
VAV1	PIK3AP1
IGLV2-8	PIK3AP1
IGKV2-28	PIK3AP1
IGKV1-39	PIK3AP1
IGHV2-70	PIK3AP1
IGHM	PIK3AP1
IGLV2-23	PIK3AP1
IGLC6	PIK3AP1
IGHV4-34	PIK3AP1
IGLV7-43	PIK3AP1
IGKV1-17	PIK3AP1
SOS1	PIK3AP1
IGLV3-25	PIK3AP1
IGKV3-20	PIK3AP1
IGKV2-30	PIK3AP1
IGHV4-59	PIK3AP1
IGLV3-19	PIK3AP1
IGHV3-23	PIK3AP1
IGLV6-57	PIK3AP1
IGKV1-16	PIK3AP1
IGKV1D-33	PIK3AP1
IGHV4-39	PIK3AP1
IGLV3-27	PIK3AP1
IGHV3-13	PIK3AP1
IGKV3-15	PIK3AP1
IGHV1-2	PIK3AP1
IGLV3-1	PIK3AP1
LYN	PIK3AP1
PLCG2	PIK3AP1
IGHV3-9	PIK3AP1
PLCG1	PIK3AP1
IGLV1-44	PIK3AP1
IGHV3-11	PIK3AP1
IGHV3-7	PIK3AP1
IGLV2-11	PIK3AP1
IGKV4-1	PIK3AP1
IGLV1-47	PIK3AP1
IGHV3-48	PIK3AP1
IGLC1	PIK3AP1
IGHV3-53	PIK3AP1
WNT7A	PIK3AP1
TLR4	PIK3AP1
IGHV1-46	PIK3AP1
ITSN1	PIK3AP1
CBLB	PIK3AP1
IGLV1-40	PIK3AP1
IGLC7	PIK3AP1
IGLV3-21	PIK3AP1
CD19	PIK3AP1
IGKV3-11	PIK3AP1
IGKV2D-40	PIK3AP1
IGKV5-2	PIK3AP1
IGHV3-30	PIK3AP1
IGLV2-14	PIK3AP1
IGKV2-29	PIK3AP1
IGKV1D-16	PIK3AP1
IGKC	PIK3AP1
HTN3	PIK3AP1
SARM1	PIK3AP1
BLNK	IGHV3-30
VAV1	IGHV3-30
HCK	IGHV3-30
IGLV2-8	IGHV3-30
FCN1	IGHV3-30
IGLC6	IGHV3-30
IGKV1-17	IGHV3-30
IGKV3-20	IGHV3-30
ACTG1	IGHV3-30
IGLV6-57	IGHV3-30
IGHG1	IGHV3-30
ITPR1	IGHV3-30
C1R	IGHV3-30
IGKV1D-33	IGHV3-30
ARPC1A	IGHV3-30
SRC	IGHV3-30
RASGRP1	IGHV3-30
IGLV3-1	IGHV3-30
C1S	IGHV3-30
BAIAP2	IGHV3-30
IGLV1-44	IGHV3-30
MS4A2	IGHV3-30
IGKV4-1	IGHV3-30
IGLV1-47	IGHV3-30
IGKV5-2	IGHV3-30
IGHA2	IGHV3-30
BLNK	TLN1
PDPK1	TLN1
YWHAQ	TLN1
WIF1	TLN1
ZC3H7A	TLN1
MTNR1A	TLN1
HSPA8	TLN1
DCAF15	TLN1
TRIP6	TLN1
NTRK1	TLN1
TGM1	TLN1
TUBA1A	TLN1
ERBB2	TLN1
B3GNT2	TLN1
SRC	TLN1
FN1	TLN1
PTK2	TLN1
TTC37	TLN1
OAS3	TLN1
RNASEH2C	TLN1
HOXC5	TLN1
ITGA2B	TLN1
NUP88	TLN1
MYL12B	TLN1
PRDX4	TLN1
JMJD1C	TLN1
CCL3L1	TLN1
 CCL3L3	TLN1
RGCC	TLN1
MEIOC	TLN1
OR5T3	TLN1
BLNK	RASGRP3
CD79A	RASGRP3
IGKV1D-12	RASGRP3
IGHV3-33	RASGRP3
YWHAQ	RASGRP3
VAV1	RASGRP3
HRAS	RASGRP3
NRAS	RASGRP3
IGLV2-8	RASGRP3
IGKV2-28	RASGRP3
YWHAB	RASGRP3
IGKV1-39	RASGRP3
IGHV2-70	RASGRP3
IGHM	RASGRP3
IGLV2-23	RASGRP3
IGLC6	RASGRP3
IGHV4-34	RASGRP3
IGLV7-43	RASGRP3
IGKV1-17	RASGRP3
SOS1	RASGRP3
IGLV3-25	RASGRP3
IGKV3-20	RASGRP3
IGKV2-30	RASGRP3
IGHV4-59	RASGRP3
IGLV3-19	RASGRP3
DYNLL2	RASGRP3
IGHV3-23	RASGRP3
IGLV6-57	RASGRP3
IGKV1-16	RASGRP3
IGKV1D-33	RASGRP3
IGHV4-39	RASGRP3
IGLV3-27	RASGRP3
IGHV3-13	RASGRP3
IGKV3-15	RASGRP3
IGHV1-2	RASGRP3
IGLV3-1	RASGRP3
PLCG2	RASGRP3
IGHV3-9	RASGRP3
PLCG1	RASGRP3
IGLV1-44	RASGRP3
IGHV1-69	RASGRP3
IGHV3-11	RASGRP3
IGHV3-7	RASGRP3
IGLV2-11	RASGRP3
IGKV4-1	RASGRP3
IGLV1-47	RASGRP3
IGHV3-48	RASGRP3
CBL	RASGRP3
IGLC1	RASGRP3
IGHV3-53	RASGRP3
IGHV1-46	RASGRP3
IGKV1-5	RASGRP3
CBLB	RASGRP3
IGLV1-40	RASGRP3
IGLC7	RASGRP3
IGLV3-21	RASGRP3
PRKCB	RASGRP3
IGKV3-11	RASGRP3
IGKV2D-40	RASGRP3
IGKV5-2	RASGRP3
IGHD	RASGRP3
IGHV3-30	RASGRP3
IGLV2-14	RASGRP3
IGKV2-29	RASGRP3
IGKV1D-16	RASGRP3
CD79B	RASGRP3
IGKC	RASGRP3
HSD17B11	RASGRP3
SULT1C2	RASGRP3
IGHV2-5	RASGRP3
GET1	RASGRP3
BLNK	IGHD
CD79A	IGHD
IGKV1D-12	IGHD
IGHV3-33	IGHD
VAV1	IGHD
IGLV2-8	IGHD
IGKV2-28	IGHD
IGKV1-39	IGHD
IGHV2-70	IGHD
IGLV2-23	IGHD
IGLC6	IGHD
IGHV4-34	IGHD
IGLV7-43	IGHD
IGKV1-17	IGHD
SOS1	IGHD
IGLV3-25	IGHD
ITPR3	IGHD
FYN	IGHD
IGKV3-20	IGHD
IGKV2-30	IGHD
IGHV4-59	IGHD
IGLV3-19	IGHD
IGHV3-23	IGHD
IGLV6-57	IGHD
ITPR1	IGHD
IGKV1-16	IGHD
IGKV1D-33	IGHD
IGHV4-39	IGHD
IGLV3-27	IGHD
IGHV3-13	IGHD
IGKV3-15	IGHD
IGHV1-2	IGHD
RASGRP1	IGHD
IGLV3-1	IGHD
LYN	IGHD
PLCG2	IGHD
IGHV3-9	IGHD
PLCG1	IGHD
IGLV1-44	IGHD
IGHV3-11	IGHD
IGHV3-7	IGHD
IGLV2-11	IGHD
IGKV4-1	IGHD
IGLV1-47	IGHD
IGHV3-48	IGHD
ITPR2	IGHD
IGLC1	IGHD
IGHV3-53	IGHD
IGHV1-46	IGHD
CBLB	IGHD
IGLV1-40	IGHD
IGLC7	IGHD
IGLV3-21	IGHD
CD19	IGHD
PRKCB	IGHD
IGKV3-11	IGHD
IGKV2D-40	IGHD
IGKV5-2	IGHD
IGHV3-30	IGHD
IGLV2-14	IGHD
IGKV2-29	IGHD
IGKV1D-16	IGHD
IGKC	IGHD
PIK3AP1	IGHD
BLNK	IGKV1-39
VAV1	IGKV1-39
HCK	IGKV1-39
FCN1	IGKV1-39
ACTG1	IGKV1-39
IGHG1	IGKV1-39
ITPR1	IGKV1-39
C1R	IGKV1-39
IGHV4-39	IGKV1-39
ARPC1A	IGKV1-39
IGHV3-13	IGKV1-39
SRC	IGKV1-39
RASGRP1	IGKV1-39
C1S	IGKV1-39
BAIAP2	IGKV1-39
MS4A2	IGKV1-39
IGHV3-53	IGKV1-39
CBLB	IGKV1-39
IGHA2	IGKV1-39
IGHV3-30	IGKV1-39
BLNK	CD19
PIK3R3	CD19
PDPK1	CD19
CD79A	CD19
IGHV3-33	CD19
VAV1	CD19
IGLV2-8	CD19
IGKV2-28	CD19
IGKV1-39	CD19
IGHV2-70	CD19
IGLV2-23	CD19
IGLC6	CD19
IGHV4-34	CD19
IGKV1-17	CD19
IGKV3-20	CD19
IGKV2-30	CD19
IGHV4-59	CD19
IGLV3-19	CD19
IGHV3-23	CD19
IGLV6-57	CD19
IGKV1-16	CD19
IGKV1D-33	CD19
IGHV4-39	CD19
IGLV3-27	CD19
IGHV3-13	CD19
IGKV3-15	CD19
IGHV1-2	CD19
IGLV3-1	CD19
PLCG2	CD19
IGHV3-9	CD19
PLCG1	CD19
IGLV1-44	CD19
IGHV3-11	CD19
IGHV3-7	CD19
IGLV2-11	CD19
IGKV4-1	CD19
IGLV1-47	CD19
IGLC1	CD19
IGHV3-53	CD19
C3	CD19
MAPK1	CD19
CD82	CD19
IGHV1-46	CD19
CBLB	CD19
IGLV1-40	CD19
IGLC7	CD19
IGLV3-21	CD19
IGKV3-11	CD19
IGKV2D-40	CD19
IGKV5-2	CD19
CD9	CD19
IGHV3-30	CD19
IGKV2-29	CD19
IGKV1D-16	CD19
CD22	CD19
BLNK	IGLV3-1
VAV1	IGLV3-1
HCK	IGLV3-1
FCN1	IGLV3-1
IGLC6	IGLV3-1
ACTG1	IGLV3-1
IGHG1	IGLV3-1
ITPR1	IGLV3-1
C1R	IGLV3-1
ARPC1A	IGLV3-1
IGHV3-13	IGLV3-1
SRC	IGLV3-1
RASGRP1	IGLV3-1
C1S	IGLV3-1
BAIAP2	IGLV3-1
MS4A2	IGLV3-1
IGHA2	IGLV3-1
BLNK	IGKV1-17
VAV1	IGKV1-17
HCK	IGKV1-17
FCN1	IGKV1-17
ACTG1	IGKV1-17
IGHG1	IGKV1-17
ITPR1	IGKV1-17
C1R	IGKV1-17
ARPC1A	IGKV1-17
IGHV3-13	IGKV1-17
SRC	IGKV1-17
RASGRP1	IGKV1-17
C1S	IGKV1-17
BAIAP2	IGKV1-17
MS4A2	IGKV1-17
IGHA2	IGKV1-17
BLNK	CD79A
SMIM3	CD79A
AURKB	CD79A
VAV1	CD79A
IGLV2-8	CD79A
IGKV1-39	CD79A
TRAM1L1	CD79A
SEC22B	CD79A
IGLV2-23	CD79A
IGLC6	CD79A
TRARG1	CD79A
TM4SF19	CD79A
PKMYT1	CD79A
IGHV4-34	CD79A
IGKV1-17	CD79A
GHITM	CD79A
APOD	CD79A
FYN	CD79A
IGKV3-20	CD79A
IGKV2-30	CD79A
IGHV4-59	CD79A
IGHV3-23	CD79A
IGLV6-57	CD79A
ITPR1	CD79A
IGKV1-16	CD79A
IGKV1D-33	CD79A
IGHV4-39	CD79A
VAPA	CD79A
CYB5B	CD79A
IGLV3-27	CD79A
IGHV3-13	CD79A
PTPMT1	CD79A
TUBB8	CD79A
RASGRP1	CD79A
IGLV3-1	CD79A
FN1	CD79A
PLCG2	CD79A
TUBB3	CD79A
FDFT1	CD79A
IGHV3-9	CD79A
IGLV1-44	CD79A
NOMO1	CD79A
SLC26A6	CD79A
SLC41A1	CD79A
CNIH3	CD79A
NOCT	CD79A
THBD	CD79A
IGLV2-11	CD79A
IGKV4-1	CD79A
SLC27A4	CD79A
IGLV1-47	CD79A
SLC27A1	CD79A
ITPR2	CD79A
SLC10A7	CD79A
IGHV3-53	CD79A
TMEM222	CD79A
MOSPD3	CD79A
TMEM86A	CD79A
DEFB127	CD79A
IGHV1-46	CD79A
CCDC167	CD79A
C1GALT1	CD79A
SACM1L	CD79A
TMEM218	CD79A
ALG10	CD79A
SLC41A2	CD79A
CBLB	CD79A
EMP1	CD79A
OTOP2	CD79A
IGLV3-21	CD79A
FXYD3	CD79A
SLC30A2	CD79A
ATP23	CD79A
NSUN3	CD79A
PLPPR2	CD79A
SLC16A13	CD79A
MARCHF2	CD79A
IGKV5-2	CD79A
SLC66A2	CD79A
MFSD6	CD79A
C4orf3	CD79A
SFTPC	CD79A
SLC12A7	CD79A
TMEM14B	CD79A
IGHV3-30	CD79A
TMEM140	CD79A
TTC28	CD79A
TSPAN2	CD79A
TM4SF4	CD79A
SERP1	CD79A
YIPF4	CD79A
EMC6	CD79A
FBXO27	CD79A
SLC35B1	CD79A
TMEM262	CD79A
ALG3	CD79A
ACAD8	CD79A
ALG10B	CD79A
SLC16A12	CD79A
GALNT15	CD79A
MYADML2	CD79A
RHO	CD79A
BLNK	IGHV3-53
VAV1	IGHV3-53
HCK	IGHV3-53
IGLV2-8	IGHV3-53
FCN1	IGHV3-53
IGLC6	IGHV3-53
IGKV1-17	IGHV3-53
IGKV3-20	IGHV3-53
ACTG1	IGHV3-53
IGLV6-57	IGHV3-53
IGHG1	IGHV3-53
ITPR1	IGHV3-53
C1R	IGHV3-53
IGKV1D-33	IGHV3-53
ARPC1A	IGHV3-53
SRC	IGHV3-53
RASGRP1	IGHV3-53
IGLV3-1	IGHV3-53
C1S	IGHV3-53
BAIAP2	IGHV3-53
IGLV1-44	IGHV3-53
MS4A2	IGHV3-53
IGKV4-1	IGHV3-53
IGLV1-47	IGHV3-53
CBLB	IGHV3-53
IGKV5-2	IGHV3-53
IGHA2	IGHV3-53
BLNK	MYBPC3
VIM	MYBPC3
TNNI1	MYBPC3
ACTB	MYBPC3
PARD3	MYBPC3
MYZAP	MYBPC3
SMURF2	MYBPC3
DES	MYBPC3
ACTN2	MYBPC3
MYH3	MYBPC3
CAPN1	MYBPC3
TRIM63	MYBPC3
MYH7	MYBPC3
ACTA1	MYBPC3
DMD	MYBPC3
MYL1	MYBPC3
NCF1	MYBPC3
ACTN3	MYBPC3
CCT7	MYBPC3
SVIL	MYBPC3
TNNT3	MYBPC3
SPATA20	MYBPC3
CNN1	MYBPC3
BLNK	DAPP1
CD79A	DAPP1
IGKV1D-12	DAPP1
IGHV3-33	DAPP1
VAV1	DAPP1
IGLV2-8	DAPP1
IGKV2-28	DAPP1
PLAGL2	DAPP1
IGKV1-39	DAPP1
IGHV2-70	DAPP1
IGHM	DAPP1
ZNHIT1	DAPP1
IGLV2-23	DAPP1
IGLC6	DAPP1
TM4SF19	DAPP1
IGHV4-34	DAPP1
WDR20	DAPP1
IGLV7-43	DAPP1
IGKV1-17	DAPP1
SOS1	DAPP1
IGLV3-25	DAPP1
ITPR3	DAPP1
IGKV3-20	DAPP1
IGKV2-30	DAPP1
IGHV4-59	DAPP1
IGLV3-19	DAPP1
IGHV3-23	DAPP1
IGLV6-57	DAPP1
ITPR1	DAPP1
IGKV1-16	DAPP1
LRRK2	DAPP1
HSD3B7	DAPP1
IGKV1D-33	DAPP1
IGHV4-39	DAPP1
IGLV3-27	DAPP1
IGHV3-13	DAPP1
HTT	DAPP1
SRC	DAPP1
IGKV3-15	DAPP1
IGHV1-2	DAPP1
RASGRP1	DAPP1
IGLV3-1	DAPP1
MYLIP	DAPP1
PLCG2	DAPP1
IGHV3-9	DAPP1
PLCG1	DAPP1
IGLV1-44	DAPP1
